doi,label,person
10.1098/rsos.192016,Not Neotoma,0000-0002-2700-4605
10.1038/s41477-020-0659-6,Not Neotoma,0000-0002-2700-4605
10.3390/medicina56050233,Not Neotoma,0000-0002-2700-4605
10.1038/s41562-020-0859-0,Not Neotoma,0000-0002-2700-4605
10.1016/j.cell.2020.04.015,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1919423117,Not Neotoma,0000-0002-2700-4605
10.1016/j.isci.2020.101032,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1913157117,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-020-0445-3,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1914213117,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1914154117,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1914211117,Not Neotoma,0000-0002-2700-4605
10.1038/s41576-020-0225-0,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24053,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.aay4573,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1914481117,Not Neotoma,0000-0002-2700-4605
10.1093/nsr/nwaa053,Not Neotoma,0000-0002-2700-4605
10.1097/SCS.0000000000006240,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0230348,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-61580-4,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24027,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21826,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2020.01.004,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-60169-1,Not Neotoma,0000-0002-2700-4605
10.1186/s13002-020-0359-3,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1910880117,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.102733,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1919564117,Not Neotoma,0000-0002-2700-4605
10.1111/cobi.13477,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.aay2169,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0228290,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-57551-4,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0227259,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.23996,Not Neotoma,0000-0002-2700-4605
10.1007/s00334-019-00732-7,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0227446,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-56929-3,Not Neotoma,0000-0002-2700-4605
10.3347/kjp.2019.57.6.587,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2019.12.002,Not Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2019.e02962,Not Neotoma,0000-0002-2700-4605
10.1016/j.tree.2019.10.011,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0226158,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0225899,Not Neotoma,0000-0002-2700-4605
10.1016/j.saa.2019.117844,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.102683,Not Neotoma,0000-0002-2700-4605
10.1016/j.fsigen.2019.102196,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.aax0997,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21807,Not Neotoma,0000-0002-2700-4605
10.1080/09593330.2019.1684569,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2019.1916,Not Neotoma,0000-0002-2700-4605
10.1016/j.talanta.2019.120323,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.aax6225,Not Neotoma,0000-0002-2700-4605
10.1093/nsr/nwx015,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0221967,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1911952116,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-019-0974-3,Not Neotoma,0000-0002-2700-4605
10.1016/j.jflm.2019.101866,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-019-11213-w,Not Neotoma,0000-0002-2700-4605
10.1126/science.aat7487,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0211990,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.102650,Not Neotoma,0000-0002-2700-4605
10.1127/anthranz/2019/0952,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0219850,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-019-11357-9,Not Neotoma,0000-0002-2700-4605
10.1017/S0031182019001021,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-46809-1,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0219908,Not Neotoma,0000-0002-2700-4605
10.1126/science.aat5447,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-019-02097-3,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.aax0061,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2019.06.459,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.23888,Not Neotoma,0000-0002-2700-4605
10.1002/ajhb.23285,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.05.007,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1904345116,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.03.012,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0217171,Not Neotoma,0000-0002-2700-4605
10.23750/abm.v90i2.7131,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-44355-4,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0215832,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-019-0900-8,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0216895,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1902174116,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0215469,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0215214,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-019-0878-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0215578,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1904037116,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-019-0871-9,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1818037116,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2018.2347,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-019-0860-z,Not Neotoma,0000-0002-2700-4605
10.1038/s41477-019-0397-9,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0214128,Not Neotoma,0000-0002-2700-4605
10.1021/acs.est.8b07060,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0213753,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-41293-z,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-39661-w,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-40429-5,Not Neotoma,0000-0002-2700-4605
10.1097/SCS.0000000000005312,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.23805,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0212643,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0201424,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2018.12.002,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0211562,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-019-00517-y,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-018-0843-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0209423,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-018-0753-6,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.23769,Not Neotoma,0000-0002-2700-4605
10.5744/bi.2019.1006,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2018.10.012,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-018-0774-1,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-018-0710-1,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0205866,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1720419115,Not Neotoma,0000-0002-2700-4605
10.1177/0959683617702231,Not Neotoma,0000-0002-2700-4605
10.1007/s10745-018-0019-6,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2018.08.190,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2018.01214,Not Neotoma,0000-0002-2700-4605
10.1177/1039856218797441,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.23643,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2018.07.003,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-018-05649-9,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2018.0978,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-018-30275-2,Not Neotoma,0000-0002-2700-4605
10.1016/j.forsciint.2018.07.011,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0198750,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-018-28969-8,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1808819115,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.4436/JASS.96004,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2017.0264,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1801071115,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1803782115,Not Neotoma,0000-0002-2700-4605
10.1126/science.aao4776,Not Neotoma,0000-0002-2700-4605
10.1007/s00438-018-1469-7,Not Neotoma,0000-0002-2700-4605
10.1007/s13238-018-0557-0,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pntd.0006447,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-018-05454-w,Not Neotoma,0000-0002-2700-4605
10.1590/S0104-59702018000200013,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0198333,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1719420115,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-018-26045-9,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1721372115,Not Neotoma,0000-0002-2700-4605
10.1098/rsos.171411,Not Neotoma,0000-0002-2700-4605
10.1177/0073275318770832,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2018.03.008,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0195481,Not Neotoma,0000-0002-2700-4605
10.1007/s10329-018-0663-x,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0193025,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0194097,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-018-23315-4,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.3924,Not Neotoma,0000-0002-2700-4605
10.1038/s41437-018-0071-4,Not Neotoma,0000-0002-2700-4605
10.1038/nature26151,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0193206,Not Neotoma,0000-0002-2700-4605
10.1097/BRS.0000000000002640,Not Neotoma,0000-0002-2700-4605
10.1038/nature25967,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-018-22140-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2017.09.004,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-018-03773-6,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1720554115,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.09.005,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2017.0052,Not Neotoma,0000-0002-2700-4605
10.1016/j.fsigen.2018.01.005,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-017-0436-8,Not Neotoma,0000-0002-2700-4605
10.1017/S0140525X15002940,Not Neotoma,0000-0002-2700-4605
10.1016/j.talanta.2017.10.059,Not Neotoma,0000-0002-2700-4605
10.1007/s10437-018-9314-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0188824,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-017-18356-0,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21558,Not Neotoma,0000-0002-2700-4605
10.1101/2023.04.26.538424,Not Neotoma,0000-0002-2700-4605
10.1016/j.cis.2023.102915,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koad126,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1158323,Not Neotoma,0000-0002-2700-4605
10.1126/sciimmunol.abq6352,Not Neotoma,0000-0002-2700-4605
10.1007/s00105-023-05146-1,Not Neotoma,0000-0002-2700-4605
10.1111/ans.18499,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0285163,Not Neotoma,0000-0002-2700-4605
10.1101/2023.04.17.537221,Not Neotoma,0000-0002-2700-4605
10.1080/1744666X.2023.2209318,Not Neotoma,0000-0002-2700-4605
10.1016/j.cimid.2023.101984,Not Neotoma,0000-0002-2700-4605
10.1093/ced/llad161,Not Neotoma,0000-0002-2700-4605
10.3390/v15040825,Not Neotoma,0000-0002-2700-4605
10.3390/ijms24087675,Not Neotoma,0000-0002-2700-4605
10.1002/iid3.842,Not Neotoma,0000-0002-2700-4605
10.1038/s41531-023-00510-3,Not Neotoma,0000-0002-2700-4605
10.1540/jsmr.59.28,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0281485,Not Neotoma,0000-0002-2700-4605
10.1165/rcmb.2022-0416OC,Not Neotoma,0000-0002-2700-4605
10.1177/19458924231170464,Not Neotoma,0000-0002-2700-4605
10.1001/jamanetworkopen.2023.9694,Not Neotoma,0000-0002-2700-4605
10.1155/2023/5746940,Not Neotoma,0000-0002-2700-4605
10.1016/j.resmer.2023.101011,Not Neotoma,0000-0002-2700-4605
10.1016/j.molimm.2023.04.006,Not Neotoma,0000-0002-2700-4605
10.1002/alr.23171,Not Neotoma,0000-0002-2700-4605
10.1186/s13024-023-00604-9,Not Neotoma,0000-0002-2700-4605
10.1093/infdis/jiad112,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-33314-9,Not Neotoma,0000-0002-2700-4605
10.1172/jci.insight.167042,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1153607,Not Neotoma,0000-0002-2700-4605
10.2147/JAA.S402326,Not Neotoma,0000-0002-2700-4605
10.1016/j.jtha.2023.04.005,Not Neotoma,0000-0002-2700-4605
10.1038/s41541-023-00655-5,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-023-37835-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaip.2023.03.046,Not Neotoma,0000-0002-2700-4605
10.1111/cea.14308,Not Neotoma,0000-0002-2700-4605
10.3390/nu15071772,Not Neotoma,0000-0002-2700-4605
10.3390/ijms24076663,Not Neotoma,0000-0002-2700-4605
10.1016/j.molimm.2023.03.018,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-32485-9,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.37282,Not Neotoma,0000-0002-2700-4605
10.3389/fmed.2023.1108119,Not Neotoma,0000-0002-2700-4605
10.3760/cma.j.cn112150-20220428-00425,Not Neotoma,0000-0002-2700-4605
10.1016/j.intimp.2023.110127,Not Neotoma,0000-0002-2700-4605
10.1136/jitc-2022-005828,Not Neotoma,0000-0002-2700-4605
10.1080/17476348.2023.2201439,Not Neotoma,0000-0002-2700-4605
10.4168/aair.2023.15.2.174,Not Neotoma,0000-0002-2700-4605
10.53738/REVMED.2023.19.821.674,Not Neotoma,0000-0002-2700-4605
10.1111/cod.14307,Not Neotoma,0000-0002-2700-4605
10.1042/CS20220642,Not Neotoma,0000-0002-2700-4605
10.1186/s13223-023-00779-2,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2023.1046684,Not Neotoma,0000-0002-2700-4605
10.3389/fnut.2023.1096288,Not Neotoma,0000-0002-2700-4605
10.4103/lungindia.lungindia_323_22,Not Neotoma,0000-0002-2700-4605
10.1016/j.anai.2023.01.021,Not Neotoma,0000-0002-2700-4605
10.1007/s11064-023-03913-z,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-17890-w,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaip.2023.03.037,Not Neotoma,0000-0002-2700-4605
10.1152/ajprenal.00248.2022,Not Neotoma,0000-0002-2700-4605
10.3390/ijms24065976,Not Neotoma,0000-0002-2700-4605
10.3390/ijerph20065112,Not Neotoma,0000-0002-2700-4605
10.1080/14737167.2023.2196407,Not Neotoma,0000-0002-2700-4605
10.3390/cimb45030170,Not Neotoma,0000-0002-2700-4605
10.1111/pai.13933,Not Neotoma,0000-0002-2700-4605
10.1002/clt2.12232,Not Neotoma,0000-0002-2700-4605
10.1080/02770903.2023.2196567,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.35271,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaci.2023.02.033,Not Neotoma,0000-0002-2700-4605
10.1111/jdv.18931,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pgph.0000607,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pgph.0000253,Not Neotoma,0000-0002-2700-4605
10.13702/j.1000-0607.20220147,Not Neotoma,0000-0002-2700-4605
10.1136/bcr-2022-250983,Not Neotoma,0000-0002-2700-4605
10.1111/1756-185X.14607,Not Neotoma,0000-0002-2700-4605
10.1097/BRS.0000000000004631,Not Neotoma,0000-0002-2700-4605
10.1002/eji.202249980,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1118458,Not Neotoma,0000-0002-2700-4605
10.1016/j.envres.2023.115713,Not Neotoma,0000-0002-2700-4605
10.36290/vnl.2023.005,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0281548,Not Neotoma,0000-0002-2700-4605
10.1080/14656566.2023.2192866,Not Neotoma,0000-0002-2700-4605
10.1158/2767-9764.CRC-22-0053,Not Neotoma,0000-0002-2700-4605
10.1016/j.immuni.2023.02.013,Not Neotoma,0000-0002-2700-4605
10.1084/jem.20221392,Not Neotoma,0000-0002-2700-4605
10.1089/derm.2022.0061,Not Neotoma,0000-0002-2700-4605
10.4103/aian.aian_526_22,Not Neotoma,0000-0002-2700-4605
10.3390/jcm12051836,Not Neotoma,0000-0002-2700-4605
10.1016/j.joca.2023.02.078,Not Neotoma,0000-0002-2700-4605
10.1007/s00403-023-02582-w,Not Neotoma,0000-0002-2700-4605
10.1007/s12098-023-04511-1,Not Neotoma,0000-0002-2700-4605
10.47102/annals-acadmedsg.2022290,Not Neotoma,0000-0002-2700-4605
10.1128/aac.01472-22,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1157166,Not Neotoma,0000-0002-2700-4605
10.1177/00494755231159579,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaci.2023.02.021,Not Neotoma,0000-0002-2700-4605
10.1053/j.semnuclmed.2022.08.004,Not Neotoma,0000-0002-2700-4605
10.1093/infdis/jiad055,Not Neotoma,0000-0002-2700-4605
10.1016/S2352-3018(23)00008-5,Not Neotoma,0000-0002-2700-4605
10.1016/j.chroma.2023.463859,Not Neotoma,0000-0002-2700-4605
10.1007/s10875-023-01457-z,Not Neotoma,0000-0002-2700-4605
10.1111/1756-185X.14547,Not Neotoma,0000-0002-2700-4605
10.1177/19458924221145256,Not Neotoma,0000-0002-2700-4605
10.1177/19458924231154070,Not Neotoma,0000-0002-2700-4605
10.1177/19458924221147770,Not Neotoma,0000-0002-2700-4605
10.1155/2023/1816818,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1094326,Not Neotoma,0000-0002-2700-4605
10.3390/nu15040978,Not Neotoma,0000-0002-2700-4605
10.3390/medicina59020363,Not Neotoma,0000-0002-2700-4605
10.3390/ijms24043515,Not Neotoma,0000-0002-2700-4605
10.3390/antibiotics12020314,Not Neotoma,0000-0002-2700-4605
10.1016/j.revmed.2023.01.019,Not Neotoma,0000-0002-2700-4605
10.1055/a-2041-4500,Not Neotoma,0000-0002-2700-4605
10.1155/2023/4144138,Not Neotoma,0000-0002-2700-4605
10.1016/j.neubiorev.2023.105109,Not Neotoma,0000-0002-2700-4605
10.1111/resp.14477,Not Neotoma,0000-0002-2700-4605
10.1136/bmjopen-2022-067039,Not Neotoma,0000-0002-2700-4605
10.2174/1573396319666230210111048,Not Neotoma,0000-0002-2700-4605
10.5070/D328559244,Not Neotoma,0000-0002-2700-4605
10.1111/ijd.16612,Not Neotoma,0000-0002-2700-4605
10.3802/jgo.2023.34.e44,Not Neotoma,0000-0002-2700-4605
10.1002/jia2.26061,Not Neotoma,0000-0002-2700-4605
10.1016/j.clim.2023.109269,Not Neotoma,0000-0002-2700-4605
10.1016/j.arcped.2023.01.009,Not Neotoma,0000-0002-2700-4605
10.1016/j.ebiom.2023.104461,Not Neotoma,0000-0002-2700-4605
10.1016/j.ynpai.2023.100119,Not Neotoma,0000-0002-2700-4605
10.1165/rcmb.2023-0023ED,Not Neotoma,0000-0002-2700-4605
10.1097/AUD.0000000000001339,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-29721-7,Not Neotoma,0000-0002-2700-4605
10.1007/s00108-023-01476-3,Not Neotoma,0000-0002-2700-4605
10.1016/j.jacig.2023.100081,Not Neotoma,0000-0002-2700-4605
10.1177/15563316221100989,Not Neotoma,0000-0002-2700-4605
10.3390/ijms24032234,Not Neotoma,0000-0002-2700-4605
10.3390/ijerph20032697,Not Neotoma,0000-0002-2700-4605
10.1186/s12916-023-02765-2,Not Neotoma,0000-0002-2700-4605
10.1186/s40733-023-00090-2,Not Neotoma,0000-0002-2700-4605
10.1016/j.vaccine.2023.02.002,Not Neotoma,0000-0002-2700-4605
10.1208/s12249-023-02515-w,Not Neotoma,0000-0002-2700-4605
10.1136/rmdopen-2022-002770,Not Neotoma,0000-0002-2700-4605
10.7189/jogh.13.06008,Not Neotoma,0000-0002-2700-4605
10.1097/TME.0000000000000441,Not Neotoma,0000-0002-2700-4605
10.1186/s12968-023-00918-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.rmed.2023.107149,Not Neotoma,0000-0002-2700-4605
10.1002/ecy.3922,Not Neotoma,0000-0002-2700-4605
10.1029/2021PA004353,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.157293,Not Neotoma,0000-0002-2700-4605
10.1002/eap.2691,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.8114,Not Neotoma,0000-0002-2700-4605
10.1111/gcb.15980,Not Neotoma,0000-0002-2700-4605
10.1016/j.tree.2021.04.011,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-69576-w,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0232179,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1719976115,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0189241,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.3368,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2014.10.005,Not Neotoma,0000-0002-2700-4605
10.1111/j.1461-0248.2009.01336.x,Not Neotoma,0000-0002-2700-4605
10.1016/j.marenvres.2023.106008,Not Neotoma,0000-0002-2700-4605
10.13227/j.hjkx.202206113,Not Neotoma,0000-0002-2700-4605
10.1016/j.marenvres.2022.105841,Not Neotoma,0000-0002-2700-4605
10.1002/jssc.202200638,Not Neotoma,0000-0002-2700-4605
10.13227/j.hjkx.202112285,Not Neotoma,0000-0002-2700-4605
10.1128/spectrum.02759-21,Not Neotoma,0000-0002-2700-4605
10.1016/j.watres.2022.119119,Not Neotoma,0000-0002-2700-4605
10.3390/plants11162148,Not Neotoma,0000-0002-2700-4605
10.1016/j.ecolind.2022.109131,Not Neotoma,0000-0002-2700-4605
10.1016/j.hal.2022.102269,Not Neotoma,0000-0002-2700-4605
10.1016/j.chemosphere.2022.135788,Not Neotoma,0000-0002-2700-4605
10.1111/jpy.13277,Not Neotoma,0000-0002-2700-4605
10.3390/molecules27103189,Not Neotoma,0000-0002-2700-4605
10.1016/j.watres.2022.118493,Not Neotoma,0000-0002-2700-4605
10.1016/j.chroma.2022.462915,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2117407119,Not Neotoma,0000-0002-2700-4605
10.2533/chimia.2021.1052,Not Neotoma,0000-0002-2700-4605
10.1016/j.ecolmodel.2021.109690,Not Neotoma,0000-0002-2700-4605
10.1007/s00244-021-00889-1,Not Neotoma,0000-0002-2700-4605
10.3389/fmicb.2021.731786,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0254257,Not Neotoma,0000-0002-2700-4605
10.1016/j.envpol.2021.117748,Not Neotoma,0000-0002-2700-4605
10.1021/acsami.1c06030,Not Neotoma,0000-0002-2700-4605
10.1021/acsami.1c01279,Not Neotoma,0000-0002-2700-4605
10.1002/wer.1554,Not Neotoma,0000-0002-2700-4605
10.1016/j.marpolbul.2021.112157,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-021-12705-3,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-80829-6,Not Neotoma,0000-0002-2700-4605
10.1016/j.watres.2020.116681,Not Neotoma,0000-0002-2700-4605
10.1016/j.marpolbul.2020.111757,Not Neotoma,0000-0002-2700-4605
10.1016/j.jenvman.2020.111532,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-020-11354-2,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-74801-7,Not Neotoma,0000-0002-2700-4605
10.1002/lipd.12272,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.140948,Not Neotoma,0000-0002-2700-4605
10.1002/eap.2205,Not Neotoma,0000-0002-2700-4605
10.1021/acsami.0c07599,Not Neotoma,0000-0002-2700-4605
10.13287/j.1001-9332.202002.032,Not Neotoma,0000-0002-2700-4605
10.3390/nano10050959,Not Neotoma,0000-0002-2700-4605
10.1111/nph.16648,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-020-08927-6,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhazmat.2020.122299,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-020-07658-y,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-019-52333-z,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0224489,Not Neotoma,0000-0002-2700-4605
10.2134/jeq2019.05.0195,Not Neotoma,0000-0002-2700-4605
10.1016/j.watres.2019.115070,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2019.07.202,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0211009,Not Neotoma,0000-0002-2700-4605
10.3389/fmicb.2019.00653,Not Neotoma,0000-0002-2700-4605
10.1016/j.chemosphere.2019.03.038,Not Neotoma,0000-0002-2700-4605
10.1007/s00792-019-01088-6,Not Neotoma,0000-0002-2700-4605
10.1021/acschembio.8b01101,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-019-04295-y,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2018.12.180,Not Neotoma,0000-0002-2700-4605
10.3389/fmicb.2018.02884,Not Neotoma,0000-0002-2700-4605
10.1016/j.chemosphere.2018.11.120,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2018.08.427,Not Neotoma,0000-0002-2700-4605
10.1007/s11270-018-3814-1,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2018.04.205,Not Neotoma,0000-0002-2700-4605
10.1016/j.envpol.2017.11.051,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-017-15301-z,Not Neotoma,0000-0002-2700-4605
10.1039/c7em00074j,Not Neotoma,0000-0002-2700-4605
10.1002/2016JC012092,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2016.0396,Not Neotoma,0000-0002-2700-4605
10.1016/j.marpolbul.2017.06.025,Not Neotoma,0000-0002-2700-4605
10.1016/j.envpol.2017.02.045,Not Neotoma,0000-0002-2700-4605
